ID,OKRES_OBEC,KOD_PRACOVISTE,KRAJ_NAZEV
558,Mladá Boleslav-Brodce,207,Středočeský kraj
559,Mladá Boleslav-Březina,207,Středočeský kraj
560,Mladá Boleslav-Březno,207,Středočeský kraj
561,Mladá Boleslav-Bukovno,207,Středočeský kraj
562,Mladá Boleslav-Čachovice,207,Středočeský kraj
563,Mladá Boleslav-Čistá,207,Středočeský kraj
564,Mladá Boleslav-Dlouhá Lhota,207,Středočeský kraj
565,Mladá Boleslav-Dobrovice,207,Středočeský kraj
566,Mladá Boleslav-Dolní Bousov,207,Středočeský kraj
567,Mladá Boleslav-Dolní Krupá,207,Středočeský kraj
568,Mladá Boleslav-Dolní Slivno,207,Středočeský kraj
569,Mladá Boleslav-Domousnice,207,Středočeský kraj
570,Mladá Boleslav-Horky nad Jizerou,207,Středočeský kraj
571,Mladá Boleslav-Horní Bukovina,207,Středočeský kraj
572,Mladá Boleslav-Hrdlořezy,207,Středočeský kraj
573,Mladá Boleslav-Chocnějovice,207,Středočeský kraj
574,Mladá Boleslav-Chotětov,207,Středočeský kraj
575,Mladá Boleslav-Jabkenice,207,Středočeský kraj
576,Mladá Boleslav-Jivina,207,Středočeský kraj
577,Mladá Boleslav-Katusice,207,Středočeský kraj
578,Mladá Boleslav-Klášter Hradiště nad Jizerou,207,Středočeský kraj
579,Mladá Boleslav-Kněžmost,207,Středočeský kraj
580,Mladá Boleslav-Kochánky,207,Středočeský kraj
581,Mladá Boleslav-Kosořice,207,Středočeský kraj
582,Mladá Boleslav-Krásná Ves,207,Středočeský kraj
583,Mladá Boleslav-Krnsko,207,Středočeský kraj
584,Mladá Boleslav-Kropáčova Vrutice,207,Středočeský kraj
585,Mladá Boleslav-Ledce,207,Středočeský kraj
586,Mladá Boleslav-Lhotky,207,Středočeský kraj
587,Mladá Boleslav-Loukovec,207,Středočeský kraj
588,Mladá Boleslav-Luštěnice,207,Středočeský kraj
589,Mladá Boleslav-Mnichovo Hradiště,207,Středočeský kraj
590,Mladá Boleslav-Němčice,207,Středočeský kraj
591,Mladá Boleslav-Nepřevázka,207,Středočeský kraj
592,Mladá Boleslav-Nová Telib,207,Středočeský kraj
593,Mladá Boleslav-Obruby,207,Středočeský kraj
594,Mladá Boleslav-Petkovy,207,Středočeský kraj
595,Mladá Boleslav-Písková Lhota,207,Středočeský kraj
596,Mladá Boleslav-Plazy,207,Středočeský kraj
597,Mladá Boleslav-Předměřice nad Jizerou,207,Středočeský kraj
598,Mladá Boleslav-Řepov,207,Středočeský kraj
599,Mladá Boleslav-Semčice,207,Středočeský kraj
600,Mladá Boleslav-Skalsko,207,Středočeský kraj
601,Mladá Boleslav-Smilovice,207,Středočeský kraj
602,Mladá Boleslav-Sojovice,207,Středočeský kraj
603,Mladá Boleslav-Strašnov,207,Středočeský kraj
604,Mladá Boleslav-Strenice,207,Středočeský kraj
605,Mladá Boleslav-Sukorady,207,Středočeský kraj
606,Mladá Boleslav-Velké Všelisy,207,Středočeský kraj
607,Mladá Boleslav-Všejany,207,Středočeský kraj
608,Mladá Boleslav-Žďár,207,Středočeský kraj
609,Mladá Boleslav-Žerčice,207,Středočeský kraj
610,Mladá Boleslav-Židněves,207,Středočeský kraj
611,Mladá Boleslav-Skorkov,207,Středočeský kraj
612,Mladá Boleslav-Sovínky,207,Středočeský kraj
613,Mladá Boleslav-Lipník,207,Středočeský kraj
614,Mladá Boleslav-Vlkava,207,Středočeský kraj
615,Mladá Boleslav-Plužná,207,Středočeský kraj
616,Mladá Boleslav-Vinařice,207,Středočeský kraj
617,Mladá Boleslav-Rohatsko,207,Středočeský kraj
618,Mladá Boleslav-Mečeříž,207,Středočeský kraj
619,Mladá Boleslav-Rabakov,207,Středočeský kraj
620,Mladá Boleslav-Řitonice,207,Středočeský kraj
621,Mladá Boleslav-Veselice,207,Středočeský kraj
622,Mladá Boleslav-Hrušov,207,Středočeský kraj
623,Mladá Boleslav-Bílá Hlína,207,Středočeský kraj
624,Mladá Boleslav-Charvatce,207,Středočeský kraj
625,Mladá Boleslav-Mohelnice nad Jizerou,207,Středočeský kraj
626,Mladá Boleslav-Sudoměř,207,Středočeský kraj
627,Mladá Boleslav-Jizerní Vtelno,207,Středočeský kraj
628,Mladá Boleslav-Košátky,207,Středočeský kraj
629,Mladá Boleslav-Prodašice,207,Středočeský kraj
630,Mladá Boleslav-Ujkovice,207,Středočeský kraj
631,Mladá Boleslav-Loukov,207,Středočeský kraj
632,Mladá Boleslav-Bradlec,207,Středočeský kraj
633,Mladá Boleslav-Dalovice,207,Středočeský kraj
634,Mladá Boleslav-Kosmonosy,207,Středočeský kraj
635,Mladá Boleslav-Vinec,207,Středočeský kraj
636,Mladá Boleslav-Obrubce,207,Středočeský kraj
637,Mladá Boleslav-Přepeře,207,Středočeský kraj
638,Mladá Boleslav-Dolní Stakory,207,Středočeský kraj
639,Mladá Boleslav-Kolomuty,207,Středočeský kraj
640,Mladá Boleslav-Tuřice,207,Středočeský kraj
641,Mladá Boleslav-Ctiměřice,207,Středočeský kraj
642,Mladá Boleslav-Pěčice,207,Středočeský kraj
643,Mladá Boleslav-Doubravička,207,Středočeský kraj
644,Mladá Boleslav-Kluky,207,Středočeský kraj
645,Mladá Boleslav-Niměřice,207,Středočeský kraj
646,Mladá Boleslav-Rokytovec,207,Středočeský kraj
647,Mladá Boleslav-Nemyslovice,207,Středočeský kraj
648,Mladá Boleslav-Kobylnice,207,Středočeský kraj
649,Mladá Boleslav-Nová Ves u Bakova,207,Středočeský kraj
650,Mladá Boleslav-Zdětín,207,Středočeský kraj
651,Mladá Boleslav-Chudíř,207,Středočeský kraj
652,Mladá Boleslav-Mukařov,207,Středočeský kraj
653,Mladá Boleslav-Strážiště,207,Středočeský kraj
654,Mladá Boleslav-Ptýrov,207,Středočeský kraj
655,Mladá Boleslav-Branžež,207,Středočeský kraj
656,Mladá Boleslav-Kováň,207,Středočeský kraj
657,Mladá Boleslav-Dobšín,207,Středočeský kraj
658,Mladá Boleslav-Neveklovice,207,Středočeský kraj
659,Mladá Boleslav-Kovanec,207,Středočeský kraj
660,Mladá Boleslav-Vrátno,207,Středočeský kraj
661,Mladá Boleslav-Pětikozly,207,Středočeský kraj
662,Mladá Boleslav-Březovice,207,Středočeský kraj
663,Mladá Boleslav-Husí Lhota,207,Středočeský kraj
664,Mladá Boleslav-Horní Slivno,207,Středočeský kraj
665,Mladá Boleslav-Koryta,207,Středočeský kraj
666,Mladá Boleslav-Sezemice,207,Středočeský kraj
667,Nymburk-Žitovlice,208,Středočeský kraj
668,Nymburk-Kostomlátky,208,Středočeský kraj
669,Nymburk-Záhornice,208,Středočeský kraj
670,Nymburk-Chroustov,208,Středočeský kraj
671,Nymburk-Seletice,208,Středočeský kraj
672,Nymburk-Hořany,208,Středočeský kraj
673,Nymburk-Zvěřínek,208,Středočeský kraj
674,Nymburk-Velenka,208,Středočeský kraj
675,Nymburk-Starý Vestec,208,Středočeský kraj
676,Nymburk-Netřebice,208,Středočeský kraj
677,Nymburk-Kouty,208,Středočeský kraj
678,Nymburk-Velenice,208,Středočeský kraj
679,Nymburk-Nymburk,208,Středočeský kraj
680,Nymburk-Běrunice,208,Středočeský kraj
681,Nymburk-Bobnice,208,Středočeský kraj
682,Nymburk-Bříství,208,Středočeský kraj
683,Nymburk-Budiměřice,208,Středočeský kraj
684,Nymburk-Činěves,208,Středočeský kraj
685,Nymburk-Dlouhopolsko,208,Středočeský kraj
686,Nymburk-Dobšice,208,Středočeský kraj
687,Nymburk-Dvory,208,Středočeský kraj
688,Nymburk-Dymokury,208,Středočeský kraj
689,Nymburk-Hořátev,208,Středočeský kraj
690,Nymburk-Hradčany,208,Středočeský kraj
691,Nymburk-Hradištko,208,Středočeský kraj
692,Nymburk-Choťánky,208,Středočeský kraj
693,Nymburk-Chotěšice,208,Středočeský kraj
694,Nymburk-Chrást,208,Středočeský kraj
695,Nymburk-Jíkev,208,Středočeský kraj
696,Nymburk-Jizbice,208,Středočeský kraj
697,Nymburk-Kamenné Zboží,208,Středočeský kraj
698,Nymburk-Kněžice,208,Středočeský kraj
699,Nymburk-Kolaje,208,Středočeský kraj
700,Nymburk-Kostelní Lhota,208,Středočeský kraj
701,Nymburk-Kostomlaty nad Labem,208,Středočeský kraj
702,Nymburk-Košík,208,Středočeský kraj
703,Nymburk-Kounice,208,Středočeský kraj
704,Nymburk-Kovanice,208,Středočeský kraj
705,Nymburk-Krchleby,208,Středočeský kraj
706,Nymburk-Křečkov,208,Středočeský kraj
707,Nymburk-Křinec,208,Středočeský kraj
708,Nymburk-Libice nad Cidlinou,208,Středočeský kraj
709,Nymburk-Loučeň,208,Středočeský kraj
710,Nymburk-Lysá nad Labem,208,Středočeský kraj
711,Nymburk-Mcely,208,Středočeský kraj
712,Nymburk-Městec Králové,208,Středočeský kraj
713,Nymburk-Milčice,208,Středočeský kraj
714,Nymburk-Milovice,208,Středočeský kraj
715,Nymburk-Odřepsy,208,Středočeský kraj
716,Nymburk-Okřínek,208,Středočeský kraj
717,Nymburk-Opočnice,208,Středočeský kraj
718,Nymburk-Opolany,208,Středočeský kraj
719,Nymburk-Oskořínek,208,Středočeský kraj
720,Nymburk-Ostrá,208,Středočeský kraj
721,Nymburk-Pátek,208,Středočeský kraj
722,Nymburk-Písková Lhota,208,Středočeský kraj
723,Nymburk-Písty,208,Středočeský kraj
724,Nymburk-Poděbrady,208,Středočeský kraj
725,Nymburk-Přerov nad Labem,208,Středočeský kraj
726,Nymburk-Rožďalovice,208,Středočeský kraj
727,Nymburk-Sadská,208,Středočeský kraj
728,Nymburk-Sány,208,Středočeský kraj
729,Nymburk-Semice,208,Středočeský kraj
730,Nymburk-Senice,208,Středočeský kraj
731,Nymburk-Sloveč,208,Středočeský kraj
732,Nymburk-Sokoleč,208,Středočeský kraj
733,Nymburk-Stará Lysá,208,Středočeský kraj
734,Nymburk-Straky,208,Středočeský kraj
735,Nymburk-Stratov,208,Středočeský kraj
736,Nymburk-Třebestovice,208,Středočeský kraj
737,Nymburk-Úmyslovice,208,Středočeský kraj
738,Nymburk-Vestec,208,Středočeský kraj
739,Nymburk-Vlkov pod Oškobrhem,208,Středočeský kraj
740,Nymburk-Vrbová Lhota,208,Středočeský kraj
741,Nymburk-Všechlapy,208,Středočeský kraj
742,Nymburk-Vykáň,208,Středočeský kraj
743,Nymburk-Kněžičky,208,Středočeský kraj
744,Nymburk-Jiřice,208,Středočeský kraj
745,Nymburk-Podmoky,208,Středočeský kraj
746,Nymburk-Vrbice,208,Středočeský kraj
747,Nymburk-Chleby,208,Středočeský kraj
748,Nymburk-Hrubý Jeseník,208,Středočeský kraj
749,Nymburk-Nový Dvůr,208,Středočeský kraj
750,Nymburk-Oseček,208,Středočeský kraj
751,Nymburk-Čilec,208,Středočeský kraj
752,Nymburk-Zbožíčko,208,Středočeský kraj
753,Praha-východ-Zápy,209,Středočeský kraj
754,Praha-východ-Klokočná,209,Středočeský kraj
755,Praha-východ-Zlatá,209,Středočeský kraj
756,Praha-východ-Pětihosty,209,Středočeský kraj
757,Praha-východ-Konětopy,209,Středočeský kraj
758,Praha-východ-Černé Voděrady,209,Středočeský kraj
759,Praha-východ-Jevany,209,Středočeský kraj
760,Praha-východ-Kostelec nad Černými lesy,204,Středočeský kraj
761,Praha-východ-Kozojedy,204,Středočeský kraj
762,Praha-východ-Nučice,204,Středočeský kraj
763,Praha-východ-Oleška,204,Středočeský kraj
764,Praha-východ-Stříbrná Skalice,204,Středočeský kraj
765,Praha-východ-Vlkančice,204,Středočeský kraj
766,Praha-východ-Vyžlovka,209,Středočeský kraj
767,Praha-východ-Borek,209,Středočeský kraj
768,Praha-východ-Dřísy,209,Středočeský kraj
769,Praha-východ-Křenek,209,Středočeský kraj
770,Praha-východ-Lhota,209,Středočeský kraj
771,Praha-východ-Záryby,209,Středočeský kraj
772,Praha-východ-Kostelní Hlavno,209,Středočeský kraj
773,Praha-východ-Babice,209,Středočeský kraj
774,Praha-východ-Bašť,209,Středočeský kraj
775,Praha-východ-Bořanovice,209,Středočeský kraj
776,Praha-východ-Brandýs nad Labem-Stará Boleslav,209,Středočeský kraj
777,Praha-východ-Brázdim,209,Středočeský kraj
778,Praha-východ-Čelákovice,209,Středočeský kraj
779,Praha-východ-Čestlice,209,Středočeský kraj
780,Praha-východ-Dobřejovice,209,Středočeský kraj
781,Praha-východ-Dřevčice,209,Středočeský kraj
782,Praha-východ-Horoušany,209,Středočeský kraj
783,Praha-východ-Hovorčovice,209,Středočeský kraj
784,Praha-východ-Hrusice,209,Středočeský kraj
785,Praha-východ-Husinec,209,Středočeský kraj
786,Praha-východ-Jenštejn,209,Středočeský kraj
787,Praha-východ-Jirny,209,Středočeský kraj
788,Praha-východ-Kaliště,209,Středočeský kraj
789,Praha-východ-Kamenice,209,Středočeský kraj
790,Praha-východ-Klecany,209,Středočeský kraj
791,Praha-východ-Klíčany,209,Středočeský kraj
792,Praha-východ-Kostelec u Křížků,209,Středočeský kraj
793,Praha-východ-Křížkový Újezdec,209,Středočeský kraj
794,Praha-východ-Kunice,209,Středočeský kraj
795,Praha-východ-Líbeznice,209,Středočeský kraj
796,Praha-východ-Louňovice,209,Středočeský kraj
797,Praha-východ-Máslovice,209,Středočeský kraj
798,Praha-východ-Měšice,209,Středočeský kraj
799,Praha-východ-Mirošovice,209,Středočeský kraj
800,Praha-východ-Mnichovice,209,Středočeský kraj
801,Praha-východ-Mochov,209,Středočeský kraj
802,Praha-východ-Mratín,209,Středočeský kraj
803,Praha-východ-Mukařov,209,Středočeský kraj
804,Praha-východ-Nehvizdy,209,Středočeský kraj
805,Praha-východ-Nová Ves,209,Středočeský kraj
806,Praha-východ-Nový Vestec,209,Středočeský kraj
807,Praha-východ-Odolena Voda,209,Středočeský kraj
808,Praha-východ-Ondřejov,209,Středočeský kraj
809,Praha-východ-Panenské Břežany,209,Středočeský kraj
810,Praha-východ-Petříkov,209,Středočeský kraj
811,Praha-východ-Podolanka,209,Středočeský kraj
812,Praha-východ-Polerady,209,Středočeský kraj
813,Praha-východ-Předboj,209,Středočeský kraj
814,Praha-východ-Přezletice,209,Středočeský kraj
815,Praha-východ-Radějovice,209,Středočeský kraj
816,Praha-východ-Radonice,209,Středočeský kraj
817,Praha-východ-Říčany,209,Středočeský kraj
818,Praha-východ-Senohraby,209,Středočeský kraj
819,Praha-východ-Sibřina,209,Středočeský kraj
820,Praha-východ-Sluhy,209,Středočeský kraj
821,Praha-východ-Sluštice,209,Středočeský kraj
822,Praha-východ-Strančice,209,Středočeský kraj
823,Praha-východ-Struhařov,209,Středočeský kraj
824,Praha-východ-Sulice,209,Středočeský kraj
825,Praha-východ-Světice,209,Středočeský kraj
826,Praha-východ-Svojetice,209,Středočeský kraj
827,Praha-východ-Šestajovice,209,Středočeský kraj
828,Praha-východ-Škvorec,209,Středočeský kraj
829,Praha-východ-Tehov,209,Středočeský kraj
830,Praha-východ-Lázně Toušeň,209,Středočeský kraj
831,Praha-východ-Úvaly,209,Středočeský kraj
832,Praha-východ-Veleň,209,Středočeský kraj
833,Praha-východ-Veliká Ves,209,Středočeský kraj
834,Praha-východ-Velké Popovice,209,Středočeský kraj
835,Praha-východ-Větrušice,209,Středočeský kraj
836,Praha-východ-Vodochody,209,Středočeský kraj
837,Praha-východ-Všestary,209,Středočeský kraj
838,Praha-východ-Vyšehořovice,209,Středočeský kraj
839,Praha-východ-Zdiby,209,Středočeský kraj
840,Praha-východ-Zeleneč,209,Středočeský kraj
841,Praha-východ-Zlonín,209,Středočeský kraj
842,Praha-východ-Zvánovice,209,Středočeský kraj
843,Praha-východ-Konojedy,204,Středočeský kraj
844,Praha-východ-Prusice,204,Středočeský kraj
845,Praha-východ-Výžerky,204,Středočeský kraj
846,Praha-východ-Březí,209,Středočeský kraj
847,Praha-východ-Doubek,209,Středočeský kraj
848,Praha-východ-Nupaky,209,Středočeský kraj
849,Praha-východ-Herink,209,Středočeský kraj
850,Praha-východ-Káraný,209,Středočeský kraj
851,Praha-východ-Květnice,209,Středočeský kraj
852,Praha-východ-Křenice,209,Středočeský kraj
853,Praha-východ-Dobročovice,209,Středočeský kraj
854,Praha-východ-Hlavenec,209,Středočeský kraj
855,Praha-východ-Štíhlice,209,Středočeský kraj
856,Praha-východ-Oplany,204,Středočeský kraj
857,Praha-východ-Sudovo Hlavno,209,Středočeský kraj
858,Praha-východ-Modletice,209,Středočeský kraj
859,Praha-východ-Sedlec,209,Středočeský kraj
860,Praha-východ-Svémyslice,209,Středočeský kraj
861,Praha-východ-Popovičky,209,Středočeský kraj
862,Praha-východ-Tehovec,209,Středočeský kraj
863,Praha-západ-Chýnice,210,Středočeský kraj
864,Praha-západ-Vestec,210,Středočeský kraj
865,Praha-západ-Drahelčice,210,Středočeský kraj
866,Praha-západ-Nučice,210,Středočeský kraj
867,Praha-západ-Rudná,210,Středočeský kraj
868,Praha-západ-Tachlovice,210,Středočeský kraj
869,Praha-západ-Červený Újezd,210,Středočeský kraj
870,Praha-západ-Ptice,210,Středočeský kraj
871,Praha-západ-Úhonice,210,Středočeský kraj
872,Praha-západ-Bojanovice,210,Středočeský kraj
873,Praha-západ-Černolice,210,Středočeský kraj
874,Praha-západ-Černošice,210,Středočeský kraj
875,Praha-západ-Číčovice,210,Středočeský kraj
876,Praha-západ-Čisovice,210,Středočeský kraj
877,Praha-západ-Davle,210,Středočeský kraj
878,Praha-západ-Dobrovíz,210,Středočeský kraj
879,Praha-západ-Dobříč,210,Středočeský kraj
880,Praha-západ-Dobřichovice,210,Středočeský kraj
881,Praha-západ-Dolní Břežany,210,Středočeský kraj
882,Praha-západ-Holubice,210,Středočeský kraj
883,Praha-západ-Horoměřice,210,Středočeský kraj
884,Praha-západ-Hostivice,210,Středočeský kraj
885,Praha-západ-Hradištko,210,Středočeský kraj
886,Praha-západ-Hvozdnice,210,Středočeský kraj
887,Praha-západ-Choteč,210,Středočeský kraj
888,Praha-západ-Chrášťany,210,Středočeský kraj
889,Praha-západ-Chýně,210,Středočeský kraj
890,Praha-západ-Jeneč,210,Středočeský kraj
891,Praha-západ-Jesenice,210,Středočeský kraj
892,Praha-západ-Jílové u Prahy,210,Středočeský kraj
893,Praha-západ-Jíloviště,210,Středočeský kraj
894,Praha-západ-Jinočany,210,Středočeský kraj
895,Praha-západ-Kamenný Přívoz,210,Středočeský kraj
896,Praha-západ-Kněževes,210,Středočeský kraj
897,Praha-západ-Kosoř,210,Středočeský kraj
898,Praha-západ-Lety,210,Středočeský kraj
899,Praha-západ-Libčice nad Vltavou,210,Středočeský kraj
900,Praha-západ-Libeř,210,Středočeský kraj
901,Praha-západ-Líšnice,210,Středočeský kraj
902,Praha-západ-Měchenice,210,Středočeský kraj
903,Praha-západ-Ohrobec,210,Středočeský kraj
904,Praha-západ-Okrouhlo,210,Středočeský kraj
905,Praha-západ-Ořech,210,Středočeský kraj
906,Praha-západ-Petrov,210,Středočeský kraj
907,Praha-západ-Pohoří,210,Středočeský kraj
908,Praha-západ-Průhonice,210,Středočeský kraj
909,Praha-západ-Psáry,210,Středočeský kraj
910,Praha-západ-Roztoky,210,Středočeský kraj
911,Praha-západ-Řevnice,210,Středočeský kraj
912,Praha-západ-Řitka,210,Středočeský kraj
913,Praha-západ-Slapy,210,Středočeský kraj
914,Praha-západ-Statenice,210,Středočeský kraj
915,Praha-západ-Středokluky,210,Středočeský kraj
916,Praha-západ-Štěchovice,210,Středočeský kraj
917,Praha-západ-Třebotov,210,Středočeský kraj
918,Praha-západ-Tuchoměřice,210,Středočeský kraj
919,Praha-západ-Tursko,210,Středočeský kraj
920,Praha-západ-Únětice,210,Středočeský kraj
921,Praha-západ-Velké Přílepy,210,Středočeský kraj
922,Praha-západ-Vonoklasy,210,Středočeský kraj
923,Praha-západ-Vrané nad Vltavou,210,Středočeský kraj
924,Praha-západ-Všenory,210,Středočeský kraj
925,Praha-západ-Zbuzany,210,Středočeský kraj
