ID,OKRES_OBEC,KOD_PRACOVISTE,KRAJ_NAZEV
5783,Frýdek-Místek-Paskov,802,Moravskoslezský kraj
5784,Frýdek-Místek-Sedliště,802,Moravskoslezský kraj
5785,Frýdek-Místek-Hukvaldy,802,Moravskoslezský kraj
5786,Frýdek-Místek-Staré Hamry,802,Moravskoslezský kraj
5787,Frýdek-Místek-Třinec,832,Moravskoslezský kraj
5788,Karviná-Horní Suchá,807,Moravskoslezský kraj
5789,Karviná-Havířov,807,Moravskoslezský kraj
5790,Karviná-Chotěbuz,803,Moravskoslezský kraj
5791,Karviná-Doubrava,803,Moravskoslezský kraj
5792,Karviná-Horní Bludovice,807,Moravskoslezský kraj
5793,Karviná-Karviná,803,Moravskoslezský kraj
5794,Karviná-Albrechtice,807,Moravskoslezský kraj
5795,Karviná-Český Těšín,803,Moravskoslezský kraj
5796,Karviná-Dětmarovice,803,Moravskoslezský kraj
5797,Karviná-Dolní Lutyně,803,Moravskoslezský kraj
5798,Karviná-Bohumín,803,Moravskoslezský kraj
5799,Karviná-Orlová,803,Moravskoslezský kraj
5800,Karviná-Petrovice u Karviné,803,Moravskoslezský kraj
5801,Karviná-Petřvald,803,Moravskoslezský kraj
5802,Karviná-Rychvald,803,Moravskoslezský kraj
5803,Karviná-Stonava,803,Moravskoslezský kraj
5804,Karviná-Těrlicko,807,Moravskoslezský kraj
5805,Nový Jičín-Libhošť,804,Moravskoslezský kraj
5806,Nový Jičín-Veřovice,804,Moravskoslezský kraj
5807,Nový Jičín-Bílov,804,Moravskoslezský kraj
5808,Nový Jičín-Životice u Nového Jičína,804,Moravskoslezský kraj
5809,Nový Jičín-Jakubčovice nad Odrou,804,Moravskoslezský kraj
5810,Nový Jičín-Šenov u Nového Jičína,804,Moravskoslezský kraj
5811,Nový Jičín-Vražné,804,Moravskoslezský kraj
5812,Nový Jičín-Bítov,804,Moravskoslezský kraj
5813,Nový Jičín-Kujavy,804,Moravskoslezský kraj
5814,Nový Jičín-Bravantice,804,Moravskoslezský kraj
5815,Nový Jičín-Slatina,804,Moravskoslezský kraj
5816,Nový Jičín-Velké Albrechtice,804,Moravskoslezský kraj
5817,Nový Jičín-Bordovice,804,Moravskoslezský kraj
5818,Nový Jičín-Závišice,804,Moravskoslezský kraj
5819,Nový Jičín-Bernartice nad Odrou,804,Moravskoslezský kraj
5820,Nový Jičín-Hostašovice,804,Moravskoslezský kraj
5821,Nový Jičín-Kunín,804,Moravskoslezský kraj
5822,Nový Jičín-Rybí,804,Moravskoslezský kraj
5823,Nový Jičín-Heřmanice u Oder,804,Moravskoslezský kraj
5824,Nový Jičín-Heřmánky,804,Moravskoslezský kraj
5825,Nový Jičín-Mankovice,804,Moravskoslezský kraj
5826,Nový Jičín-Kateřinice,804,Moravskoslezský kraj
5827,Nový Jičín-Mošnov,804,Moravskoslezský kraj
5828,Nový Jičín-Skotnice,804,Moravskoslezský kraj
5829,Nový Jičín-Ženklava,804,Moravskoslezský kraj
5830,Nový Jičín-Albrechtičky,804,Moravskoslezský kraj
5831,Nový Jičín-Pustějov,804,Moravskoslezský kraj
5832,Nový Jičín-Hladké Životice,804,Moravskoslezský kraj
5833,Nový Jičín-Vrchy,804,Moravskoslezský kraj
5834,Nový Jičín-Trnávka,804,Moravskoslezský kraj
5835,Nový Jičín-Nový Jičín,804,Moravskoslezský kraj
5836,Nový Jičín-Bartošovice,804,Moravskoslezský kraj
5837,Nový Jičín-Bílovec,804,Moravskoslezský kraj
5838,Nový Jičín-Frenštát pod Radhoštěm,804,Moravskoslezský kraj
5839,Nový Jičín-Fulnek,804,Moravskoslezský kraj
5840,Nový Jičín-Hodslavice,804,Moravskoslezský kraj
5841,Nový Jičín-Jeseník nad Odrou,804,Moravskoslezský kraj
5842,Nový Jičín-Jistebník,804,Moravskoslezský kraj
5843,Nový Jičín-Kopřivnice,804,Moravskoslezský kraj
5844,Nový Jičín-Lichnov,804,Moravskoslezský kraj
5845,Nový Jičín-Luboměř,804,Moravskoslezský kraj
5846,Nový Jičín-Mořkov,804,Moravskoslezský kraj
5847,Nový Jičín-Odry,804,Moravskoslezský kraj
5848,Nový Jičín-Petřvald,804,Moravskoslezský kraj
5849,Nový Jičín-Příbor,804,Moravskoslezský kraj
5850,Nový Jičín-Sedlnice,804,Moravskoslezský kraj
5851,Nový Jičín-Spálov,804,Moravskoslezský kraj
5852,Nový Jičín-Starý Jičín,804,Moravskoslezský kraj
5853,Nový Jičín-Studénka,804,Moravskoslezský kraj
5854,Nový Jičín-Suchdol nad Odrou,804,Moravskoslezský kraj
5855,Nový Jičín-Štramberk,804,Moravskoslezský kraj
5856,Nový Jičín-Tichá,804,Moravskoslezský kraj
5857,Nový Jičín-Tísek,804,Moravskoslezský kraj
5858,Nový Jičín-Trojanovice,804,Moravskoslezský kraj
5859,Opava-Opava,806,Moravskoslezský kraj
5860,Opava-Bohuslavice,806,Moravskoslezský kraj
5861,Opava-Bolatice,806,Moravskoslezský kraj
5862,Opava-Brumovice,806,Moravskoslezský kraj
5863,Opava-Březová,806,Moravskoslezský kraj
5864,Opava-Budišov nad Budišovkou,806,Moravskoslezský kraj
5865,Opava-Dolní Benešov,806,Moravskoslezský kraj
5866,Opava-Háj ve Slezsku,806,Moravskoslezský kraj
5867,Opava-Hlučín,806,Moravskoslezský kraj
5868,Opava-Hněvošice,806,Moravskoslezský kraj
5869,Opava-Holasovice,806,Moravskoslezský kraj
5870,Opava-Hrabyně,806,Moravskoslezský kraj
5871,Opava-Hradec nad Moravicí,806,Moravskoslezský kraj
5872,Opava-Chuchelná,806,Moravskoslezský kraj
5873,Opava-Jakartovice,806,Moravskoslezský kraj
5874,Opava-Kobeřice,806,Moravskoslezský kraj
5875,Opava-Kravaře,806,Moravskoslezský kraj
5876,Opava-Litultovice,806,Moravskoslezský kraj
5877,Opava-Ludgeřovice,806,Moravskoslezský kraj
5878,Opava-Markvartovice,806,Moravskoslezský kraj
5879,Opava-Melč,806,Moravskoslezský kraj
5880,Opava-Mokré Lazce,806,Moravskoslezský kraj
5881,Opava-Oldřišov,806,Moravskoslezský kraj
5882,Opava-Otice,806,Moravskoslezský kraj
5883,Opava-Píšť,806,Moravskoslezský kraj
5884,Opava-Pustá Polom,806,Moravskoslezský kraj
5885,Opava-Raduň,806,Moravskoslezský kraj
5886,Opava-Skřipov,806,Moravskoslezský kraj
5887,Opava-Slavkov,806,Moravskoslezský kraj
5888,Opava-Služovice,806,Moravskoslezský kraj
5889,Opava-Stěbořice,806,Moravskoslezský kraj
5890,Opava-Sudice,806,Moravskoslezský kraj
5891,Opava-Šilheřovice,806,Moravskoslezský kraj
5892,Opava-Štěpánkovice,806,Moravskoslezský kraj
5893,Opava-Štítina,806,Moravskoslezský kraj
5894,Opava-Velké Heraltice,806,Moravskoslezský kraj
5895,Opava-Velké Hoštice,806,Moravskoslezský kraj
5896,Opava-Vítkov,806,Moravskoslezský kraj
5897,Opava-Vršovice,806,Moravskoslezský kraj
5898,Opava-Těškovice,806,Moravskoslezský kraj
5899,Opava-Strahovice,806,Moravskoslezský kraj
5900,Opava-Nové Lublice,806,Moravskoslezský kraj
5901,Opava-Kyjovice,806,Moravskoslezský kraj
5902,Opava-Chlebičov,806,Moravskoslezský kraj
5903,Opava-Bělá,806,Moravskoslezský kraj
5904,Opava-Svatoňovice,806,Moravskoslezský kraj
5905,Opava-Kozmice,806,Moravskoslezský kraj
5906,Opava-Jezdkovice,806,Moravskoslezský kraj
5907,Opava-Mladecko,806,Moravskoslezský kraj
5908,Opava-Dolní Životice,806,Moravskoslezský kraj
5909,Opava-Hlavnice,806,Moravskoslezský kraj
5910,Opava-Bratříkovice,806,Moravskoslezský kraj
5911,Opava-Lhotka u Litultovic,806,Moravskoslezský kraj
5912,Opava-Neplachovice,806,Moravskoslezský kraj
5913,Opava-Závada,806,Moravskoslezský kraj
5914,Opava-Branka u Opavy,806,Moravskoslezský kraj
5915,Opava-Nové Sedlice,806,Moravskoslezský kraj
5916,Opava-Kružberk,806,Moravskoslezský kraj
5917,Opava-Staré Těchanovice,806,Moravskoslezský kraj
5918,Opava-Hať,806,Moravskoslezský kraj
5919,Opava-Darkovice,806,Moravskoslezský kraj
5920,Opava-Děhylov,806,Moravskoslezský kraj
5921,Opava-Vřesina,806,Moravskoslezský kraj
5922,Opava-Budišovice,806,Moravskoslezský kraj
5923,Opava-Mikolajice,806,Moravskoslezský kraj
5924,Opava-Radkov,806,Moravskoslezský kraj
5925,Opava-Štáblovice,806,Moravskoslezský kraj
5926,Opava-Uhlířov,806,Moravskoslezský kraj
5927,Opava-Hlubočec,806,Moravskoslezský kraj
5928,Opava-Rohov,806,Moravskoslezský kraj
5929,Opava-Moravice,806,Moravskoslezský kraj
5930,Opava-Třebom,806,Moravskoslezský kraj
5931,Opava-Dobroslavice,806,Moravskoslezský kraj
5932,Opava-Chvalíkovice,806,Moravskoslezský kraj
5933,Opava-Čermná ve Slezsku,806,Moravskoslezský kraj
5934,Opava-Větřkovice,806,Moravskoslezský kraj
5935,Opava-Sosnová,806,Moravskoslezský kraj
5936,Ostrava-město-Vřesina,807,Moravskoslezský kraj
5937,Ostrava-město-Dolní Lhota,807,Moravskoslezský kraj
5938,Ostrava-město-Velká Polom,807,Moravskoslezský kraj
5939,Ostrava-město-Olbramice,807,Moravskoslezský kraj
5940,Ostrava-město-Ostrava,807,Moravskoslezský kraj
5941,Ostrava-město-Zbyslavice,807,Moravskoslezský kraj
5942,Ostrava-město-Čavisov,807,Moravskoslezský kraj
5943,Ostrava-město-Horní Lhota,807,Moravskoslezský kraj
5944,Ostrava-město-Stará Ves nad Ondřejnicí,807,Moravskoslezský kraj
5945,Ostrava-město-Šenov,807,Moravskoslezský kraj
5946,Ostrava-město-Václavovice,807,Moravskoslezský kraj
5947,Ostrava-město-Vratimov,807,Moravskoslezský kraj
5948,Ostrava-město-Klimkovice,807,Moravskoslezský kraj
5949,Kroměříž-Chvalčov,740,Zlínský kraj
5950,Kroměříž-Blazice,740,Zlínský kraj
5951,Kroměříž-Honětice,708,Zlínský kraj
5952,Kroměříž-Vrbka,708,Zlínský kraj
5953,Kroměříž-Bořenovice,740,Zlínský kraj
5954,Kroměříž-Přílepy,740,Zlínský kraj
5955,Kroměříž-Mrlínek,740,Zlínský kraj
5956,Kroměříž-Šelešovice,708,Zlínský kraj
5957,Kroměříž-Zástřizly,708,Zlínský kraj
5958,Kroměříž-Karolín,708,Zlínský kraj
5959,Kroměříž-Prasklice,708,Zlínský kraj
5960,Kroměříž-Kroměříž,708,Zlínský kraj
5961,Kroměříž-Bařice-Velké Těšany,708,Zlínský kraj
5962,Kroměříž-Bezměrov,708,Zlínský kraj
5963,Kroměříž-Brusné,740,Zlínský kraj
5964,Kroměříž-Břest,708,Zlínský kraj
5965,Kroměříž-Bystřice pod Hostýnem,740,Zlínský kraj
5966,Kroměříž-Cetechovice,708,Zlínský kraj
5967,Kroměříž-Dřínov,708,Zlínský kraj
5968,Kroměříž-Holešov,740,Zlínský kraj
5969,Kroměříž-Horní Lapač,740,Zlínský kraj
5970,Kroměříž-Hoštice,708,Zlínský kraj
5971,Kroměříž-Hulín,708,Zlínský kraj
5972,Kroměříž-Chomýž,740,Zlínský kraj
5973,Kroměříž-Chropyně,708,Zlínský kraj
5974,Kroměříž-Kostelany,708,Zlínský kraj
5975,Kroměříž-Chvalnov-Lísky,708,Zlínský kraj
5976,Kroměříž-Jankovice,740,Zlínský kraj
5977,Kroměříž-Jarohněvice,708,Zlínský kraj
5978,Kroměříž-Komárno,740,Zlínský kraj
5979,Kroměříž-Koryčany,708,Zlínský kraj
5980,Kroměříž-Kostelec u Holešova,740,Zlínský kraj
5981,Kroměříž-Kunkovice,708,Zlínský kraj
5982,Kroměříž-Kurovice,740,Zlínský kraj
5983,Kroměříž-Kvasice,708,Zlínský kraj
5984,Kroměříž-Kyselovice,708,Zlínský kraj
5985,Kroměříž-Lechotice,740,Zlínský kraj
5986,Kroměříž-Litenčice,708,Zlínský kraj
5987,Kroměříž-Loukov,740,Zlínský kraj
5988,Kroměříž-Lubná,708,Zlínský kraj
5989,Kroměříž-Ludslavice,740,Zlínský kraj
5990,Kroměříž-Lutopecny,708,Zlínský kraj
5991,Kroměříž-Martinice,740,Zlínský kraj
5992,Kroměříž-Míškovice,740,Zlínský kraj
5993,Kroměříž-Morkovice-Slížany,708,Zlínský kraj
5994,Kroměříž-Němčice,740,Zlínský kraj
5995,Kroměříž-Nítkovice,708,Zlínský kraj
5996,Kroměříž-Nová Dědina,708,Zlínský kraj
5997,Kroměříž-Osíčko,740,Zlínský kraj
5998,Kroměříž-Pacetluky,740,Zlínský kraj
5999,Kroměříž-Pačlavice,708,Zlínský kraj
6000,Kroměříž-Počenice-Tetětice,708,Zlínský kraj
6001,Kroměříž-Podhradní Lhota,740,Zlínský kraj
6002,Kroměříž-Pravčice,708,Zlínský kraj
6003,Kroměříž-Prusinovice,740,Zlínský kraj
6004,Kroměříž-Rajnochovice,740,Zlínský kraj
6005,Kroměříž-Rataje,708,Zlínský kraj
6006,Kroměříž-Roštění,740,Zlínský kraj
6007,Kroměříž-Roštín,708,Zlínský kraj
6008,Kroměříž-Rusava,740,Zlínský kraj
6009,Kroměříž-Rymice,740,Zlínský kraj
6010,Kroměříž-Skaštice,708,Zlínský kraj
6011,Kroměříž-Slavkov pod Hostýnem,740,Zlínský kraj
6012,Kroměříž-Soběsuky,708,Zlínský kraj
6013,Kroměříž-Střílky,708,Zlínský kraj
6014,Kroměříž-Střížovice,708,Zlínský kraj
6015,Kroměříž-Sulimov,708,Zlínský kraj
6016,Kroměříž-Troubky-Zdislavice,708,Zlínský kraj
6017,Kroměříž-Třebětice,740,Zlínský kraj
6018,Kroměříž-Uhřice,708,Zlínský kraj
6019,Kroměříž-Věžky,708,Zlínský kraj
6020,Kroměříž-Vítonice,740,Zlínský kraj
6021,Kroměříž-Zahnašovice,740,Zlínský kraj
6022,Kroměříž-Záříčí,708,Zlínský kraj
6023,Kroměříž-Zborovice,708,Zlínský kraj
6024,Kroměříž-Zdounky,708,Zlínský kraj
6025,Kroměříž-Zlobice,708,Zlínský kraj
6026,Kroměříž-Žalkovice,708,Zlínský kraj
6027,Kroměříž-Žeranovice,740,Zlínský kraj
6028,Uherské Hradiště-Hostětín,742,Zlínský kraj
6029,Uherské Hradiště-Kunovice,711,Zlínský kraj
6030,Uherské Hradiště-Staré Město,711,Zlínský kraj
6031,Uherské Hradiště-Uherské Hradiště,711,Zlínský kraj
6032,Uherské Hradiště-Babice,711,Zlínský kraj
6033,Uherské Hradiště-Bánov,742,Zlínský kraj
6034,Uherské Hradiště-Bílovice,711,Zlínský kraj
6035,Uherské Hradiště-Bojkovice,742,Zlínský kraj
6036,Uherské Hradiště-Boršice u Blatnice,711,Zlínský kraj
6037,Uherské Hradiště-Boršice,711,Zlínský kraj
6038,Uherské Hradiště-Břestek,711,Zlínský kraj
6039,Uherské Hradiště-Březolupy,711,Zlínský kraj
6040,Uherské Hradiště-Březová,742,Zlínský kraj
6041,Uherské Hradiště-Buchlovice,711,Zlínský kraj
6042,Uherské Hradiště-Bystřice pod Lopeníkem,742,Zlínský kraj
6043,Uherské Hradiště-Částkov,711,Zlínský kraj
6044,Uherské Hradiště-Dolní Němčí,742,Zlínský kraj
6045,Uherské Hradiště-Drslavice,742,Zlínský kraj
6046,Uherské Hradiště-Hluk,711,Zlínský kraj
6047,Uherské Hradiště-Horní Němčí,742,Zlínský kraj
6048,Uherské Hradiště-Hostějov,711,Zlínský kraj
6049,Uherské Hradiště-Hradčovice,742,Zlínský kraj
6050,Uherské Hradiště-Huštěnovice,711,Zlínský kraj
6051,Uherské Hradiště-Jalubí,711,Zlínský kraj
6052,Uherské Hradiště-Jankovice,711,Zlínský kraj
6053,Uherské Hradiště-Kněžpole,711,Zlínský kraj
6054,Uherské Hradiště-Komňa,742,Zlínský kraj
6055,Uherské Hradiště-Korytná,742,Zlínský kraj
6056,Uherské Hradiště-Kostelany nad Moravou,711,Zlínský kraj
6057,Uherské Hradiště-Košíky,711,Zlínský kraj
6058,Uherské Hradiště-Kudlovice,711,Zlínský kraj
6059,Uherské Hradiště-Lopeník,742,Zlínský kraj
6060,Uherské Hradiště-Medlovice,711,Zlínský kraj
6061,Uherské Hradiště-Mistřice,711,Zlínský kraj
6062,Uherské Hradiště-Modrá,711,Zlínský kraj
6063,Uherské Hradiště-Nedachlebice,711,Zlínský kraj
6064,Uherské Hradiště-Nedakonice,711,Zlínský kraj
6065,Uherské Hradiště-Nezdenice,742,Zlínský kraj
6066,Uherské Hradiště-Nivnice,742,Zlínský kraj
6067,Uherské Hradiště-Ořechov,711,Zlínský kraj
6068,Uherské Hradiště-Ostrožská Lhota,711,Zlínský kraj
6069,Uherské Hradiště-Ostrožská Nová Ves,711,Zlínský kraj
6070,Uherské Hradiště-Osvětimany,711,Zlínský kraj
6071,Uherské Hradiště-Pašovice,742,Zlínský kraj
6072,Uherské Hradiště-Pitín,742,Zlínský kraj
6073,Uherské Hradiště-Podolí,711,Zlínský kraj
6074,Uherské Hradiště-Polešovice,711,Zlínský kraj
6075,Uherské Hradiště-Popovice,711,Zlínský kraj
6076,Uherské Hradiště-Prakšice,742,Zlínský kraj
6077,Uherské Hradiště-Rudice,742,Zlínský kraj
6078,Uherské Hradiště-Salaš,711,Zlínský kraj
6079,Uherské Hradiště-Slavkov,742,Zlínský kraj
6080,Uherské Hradiště-Staré Hutě,711,Zlínský kraj
6081,Uherské Hradiště-Starý Hrozenkov,742,Zlínský kraj
6082,Uherské Hradiště-Strání,742,Zlínský kraj
6083,Uherské Hradiště-Stříbrnice,711,Zlínský kraj
6084,Uherské Hradiště-Stupava,711,Zlínský kraj
6085,Uherské Hradiště-Suchá Loz,742,Zlínský kraj
6086,Uherské Hradiště-Sušice,711,Zlínský kraj
6087,Uherské Hradiště-Svárov,711,Zlínský kraj
6088,Uherské Hradiště-Šumice,742,Zlínský kraj
6089,Uherské Hradiště-Topolná,711,Zlínský kraj
6090,Uherské Hradiště-Traplice,711,Zlínský kraj
6091,Uherské Hradiště-Tučapy,711,Zlínský kraj
6092,Uherské Hradiště-Tupesy,711,Zlínský kraj
6093,Uherské Hradiště-Uherský Brod,742,Zlínský kraj
6094,Uherské Hradiště-Uherský Ostroh,711,Zlínský kraj
6095,Uherské Hradiště-Újezdec,711,Zlínský kraj
6096,Uherské Hradiště-Vápenice,742,Zlínský kraj
6097,Uherské Hradiště-Vážany,711,Zlínský kraj
6098,Uherské Hradiště-Velehrad,711,Zlínský kraj
6099,Uherské Hradiště-Veletiny,742,Zlínský kraj
6100,Uherské Hradiště-Vlčnov,742,Zlínský kraj
6101,Uherské Hradiště-Vyškovec,742,Zlínský kraj
6102,Uherské Hradiště-Záhorovice,742,Zlínský kraj
6103,Uherské Hradiště-Zlámanec,711,Zlínský kraj
6104,Uherské Hradiště-Zlechov,711,Zlínský kraj
6105,Uherské Hradiště-Žítková,742,Zlínský kraj
6106,Vsetín-Krhová,836,Zlínský kraj
6107,Vsetín-Poličná,836,Zlínský kraj
6108,Vsetín-Vsetín,810,Zlínský kraj
6109,Vsetín-Branky,836,Zlínský kraj
6110,Vsetín-Bystřička,810,Zlínský kraj
6111,Vsetín-Dolní Bečva,836,Zlínský kraj
6112,Vsetín-Francova Lhota,810,Zlínský kraj
6113,Vsetín-Halenkov,810,Zlínský kraj
6114,Vsetín-Horní Bečva,836,Zlínský kraj
6115,Vsetín-Horní Lideč,810,Zlínský kraj
6116,Vsetín-Hošťálková,810,Zlínský kraj
6117,Vsetín-Hovězí,810,Zlínský kraj
6118,Vsetín-Huslenky,810,Zlínský kraj
6119,Vsetín-Hutisko-Solanec,836,Zlínský kraj
6120,Vsetín-Choryně,836,Zlínský kraj
6121,Vsetín-Jablůnka,810,Zlínský kraj
6122,Vsetín-Jarcová,836,Zlínský kraj
6123,Vsetín-Karolinka,810,Zlínský kraj
6124,Vsetín-Kateřinice,810,Zlínský kraj
6125,Vsetín-Kelč,836,Zlínský kraj
6126,Vsetín-Kladeruby,836,Zlínský kraj
6127,Vsetín-Kunovice,836,Zlínský kraj
6128,Vsetín-Lačnov,810,Zlínský kraj
6129,Vsetín-Leskovec,810,Zlínský kraj
6130,Vsetín-Lešná,836,Zlínský kraj
6131,Vsetín-Lidečko,810,Zlínský kraj
6132,Vsetín-Liptál,810,Zlínský kraj
6133,Vsetín-Loučka,836,Zlínský kraj
6134,Vsetín-Lužná,810,Zlínský kraj
6135,Vsetín-Malá Bystřice,810,Zlínský kraj
6136,Vsetín-Mikulůvka,836,Zlínský kraj
6137,Vsetín-Nový Hrozenkov,810,Zlínský kraj
6138,Vsetín-Oznice,836,Zlínský kraj
6139,Vsetín-Police,836,Zlínský kraj
6140,Vsetín-Pozděchov,810,Zlínský kraj
6141,Vsetín-Prlov,810,Zlínský kraj
6142,Vsetín-Prostřední Bečva,836,Zlínský kraj
6143,Vsetín-Pržno,810,Zlínský kraj
6144,Vsetín-Ratiboř,810,Zlínský kraj
6145,Vsetín-Rožnov pod Radhoštěm,836,Zlínský kraj
6146,Vsetín-Růžďka,810,Zlínský kraj
6147,Vsetín-Seninka,810,Zlínský kraj
6148,Vsetín-Střelná,810,Zlínský kraj
6149,Vsetín-Střítež nad Bečvou,836,Zlínský kraj
6150,Vsetín-Valašská Bystřice,836,Zlínský kraj
6151,Vsetín-Valašská Polanka,810,Zlínský kraj
6152,Vsetín-Valašské Meziříčí,836,Zlínský kraj
6153,Vsetín-Velká Lhota,836,Zlínský kraj
6154,Vsetín-Velké Karlovice,810,Zlínský kraj
6155,Vsetín-Vidče,836,Zlínský kraj
6156,Vsetín-Vigantice,836,Zlínský kraj
6157,Vsetín-Zašová,836,Zlínský kraj
6158,Vsetín-Zděchov,810,Zlínský kraj
6159,Vsetín-Zubří,836,Zlínský kraj
6160,Vsetín-Valašská Senice,810,Zlínský kraj
6161,Vsetín-Lhota u Vsetína,810,Zlínský kraj
6162,Vsetín-Podolí,836,Zlínský kraj
6163,Vsetín-Janová,810,Zlínský kraj
6164,Vsetín-Ústí,810,Zlínský kraj
6165,Zlín-Želechovice nad Dřevnicí,705,Zlínský kraj
6166,Zlín-Podhradí,737,Zlínský kraj
6167,Zlín-Tichov,737,Zlínský kraj
6168,Zlín-Březnice,705,Zlínský kraj
6169,Zlín-Študlov,737,Zlínský kraj
6170,Zlín-Valašské Příkazy,737,Zlínský kraj
6171,Zlín-Pozlovice,737,Zlínský kraj
6172,Zlín-Komárov,705,Zlínský kraj
6173,Zlín-Oldřichovice,705,Zlínský kraj
6174,Zlín-Pohořelice,705,Zlínský kraj
6175,Zlín-Poteč,737,Zlínský kraj
6176,Zlín-Lhotsko,705,Zlínský kraj
6177,Zlín-Lípa,705,Zlínský kraj
6178,Zlín-Tečovice,705,Zlínský kraj
6179,Zlín-Petrůvka,737,Zlínský kraj
6180,Zlín-Rokytnice,737,Zlínský kraj
6181,Zlín-Bohuslavice nad Vláří,737,Zlínský kraj
6182,Zlín-Lukoveček,705,Zlínský kraj
6183,Zlín-Ostrata,705,Zlínský kraj
6184,Zlín-Lhota,705,Zlínský kraj
6185,Zlín-Zlín,705,Zlínský kraj
6186,Zlín-Biskupice,737,Zlínský kraj
6187,Zlín-Bohuslavice u Zlína,705,Zlínský kraj
6188,Zlín-Bratřejov,705,Zlínský kraj
6189,Zlín-Brumov-Bylnice,737,Zlínský kraj
6190,Zlín-Březová,705,Zlínský kraj
6191,Zlín-Březůvky,705,Zlínský kraj
6192,Zlín-Dešná,705,Zlínský kraj
6193,Zlín-Dobrkovice,705,Zlínský kraj
6194,Zlín-Dolní Lhota,737,Zlínský kraj
6195,Zlín-Doubravy,705,Zlínský kraj
6196,Zlín-Drnovice,737,Zlínský kraj
6197,Zlín-Držková,705,Zlínský kraj
6198,Zlín-Fryšták,705,Zlínský kraj
6199,Zlín-Halenkovice,705,Zlínský kraj
6200,Zlín-Haluzice,737,Zlínský kraj
6201,Zlín-Horní Lhota,737,Zlínský kraj
6202,Zlín-Hostišová,705,Zlínský kraj
6203,Zlín-Hrobice,705,Zlínský kraj
6204,Zlín-Hřivínův Újezd,705,Zlínský kraj
6205,Zlín-Hvozdná,705,Zlínský kraj
6206,Zlín-Jasenná,705,Zlínský kraj
6207,Zlín-Jestřabí,737,Zlínský kraj
6208,Zlín-Kaňovice,705,Zlínský kraj
6209,Zlín-Kašava,705,Zlínský kraj
6210,Zlín-Loučka,737,Zlínský kraj
6211,Zlín-Ludkovice,737,Zlínský kraj
6212,Zlín-Luhačovice,737,Zlínský kraj
6213,Zlín-Lukov,705,Zlínský kraj
6214,Zlín-Lutonina,705,Zlínský kraj
6215,Zlín-Machová,705,Zlínský kraj
6216,Zlín-Mysločovice,705,Zlínský kraj
6217,Zlín-Napajedla,705,Zlínský kraj
6218,Zlín-Návojná,737,Zlínský kraj
6219,Zlín-Nedašov,737,Zlínský kraj
6220,Zlín-Nedašova Lhota,737,Zlínský kraj
6221,Zlín-Neubuz,705,Zlínský kraj
6222,Zlín-Otrokovice,705,Zlínský kraj
6223,Zlín-Podkopná Lhota,705,Zlínský kraj
6224,Zlín-Provodov,705,Zlínský kraj
